DBN,female_percent,male_percent,poverty_percent,avg_home_value_sqft,district_admin_code,grade8_english,grade8_math,regents_algebra,regents_english,regents_history_global,regents_living_environ,sat_reading,sat_math,sat_writing,college_readiness_index,cuny_2yr,cuny_4yr,college_career_readiness_index,enrollment,graduation_rate,college_nys_private,college_nys_public,college_out_of_state,asian_percent,black_percent,ell_percent,hispanic_percent,self-contained_percent,disability_percent,white_percent,cte_percent,arts_percent,ap_exams_percent_scoring_3plus,act_percent_took_exam,sat_percent_took_exam,post-secondary_enroll_rate,student_attendance_rate,school_environment_survey,teacher_attendance,principal_year_exp,zip_code,dropouts_percent,major_crimes,violation_offenses,school_day_length,sat_score_overall,regents_score_overall,population_diversity,grade8_proficiency,all_crime,label
1414K488,0.529652357101,0.470347642899,0.830265820026,391.916666667,14.0,2.393144,2.206921,67.0,69.0,61.0,72.0,392.0,383.0,388.0,0.181,0.316,0.099,0.06,489.0,0.828,0.05,0.03,0.04,0.022495,0.556237,0.0409,0.398773,0.06953,0.214724,0.01636,0.0,0.0,0.026,0.233,0.612,0.535,0.856,0.814,0.965,3.9,11211.0,0.0347826,1043.0,257.0,410.0,1163.0,269.0,0.475003596156,4.600065,1300.0,0
1414K558,0.250431776047,0.749568223953,0.825561285019,391.916666667,14.0,2.352131,2.259295,72.0,74.0,68.0,79.0,415.0,429.0,405.0,0.319,0.236,0.161,0.767,579.0,0.905,0.022,0.075,0.022,0.020725,0.338515,0.06563,0.594128,0.086356,0.274611,0.034542,0.733,0.0,0.0,0.009,0.698,0.516,0.908,0.961,0.977,5.5,11211.0,0.068965517,1043.0,257.0,420.0,1249.0,293.0,0.480757608546,4.611426,1300.0,0
1414K561,0.515648305416,0.484351724386,0.81669151783,391.916666667,14.0,2.569172,2.440711,75.0,77.0,71.0,70.0,416.0,418.0,402.0,0.383,0.243,0.093,0.928,671.0,0.868,0.171,0.121,0.036,0.019374,0.205663,0.023845,0.658718,0.062593,0.166915,0.09538,0.0,0.0,0.108,0.216,0.808,0.664,0.905,0.927,0.973,3.5,11211.0,0.0361446,1043.0,257.0,420.0,1236.0,293.0,0.506599207221,5.009883,1300.0,0
1414K586,0.443223446608,0.556776583195,0.868131875992,391.916666667,14.0,2.208862,2.013754,67.0,65.0,57.0,65.0,378.0,375.0,352.0,0.099,0.215,0.054,0.074,322.0,0.457,0.014,0.027,0.014,0.018634,0.419255,0.124224,0.534161,0.071429,0.226708,0.018634,0.0,0.0,0.0,0.0,0.321,0.324,0.763,0.861,0.98,7.0,11206.0,0.126582278,1669.0,681.0,410.0,1105.0,254.0,0.470523132163,4.222616,2350.0,0
1414K610,0.0333333350718,0.966666638851,0.800000011921,821.583333333,14.0,2.148724,2.105903,59.0,50.0,52.0,56.0,369.0,360.0,336.0,0.037,0.105,0.053,0.194,420.0,0.493,0.058,0.026,0.0,0.014286,0.611905,0.07619,0.342857,0.17619,0.357143,0.02619,0.187,0.0,0.0,0.015,0.321,0.242,0.792,0.855,0.96,2.9,11222.0,0.261538462,1043.0,257.0,425.0,1065.0,217.0,0.497596482451,4.254627,1300.0,0
1414K614,1.0,0.0,0.820512831211,391.916666667,14.0,2.561989,2.274831,73.0,74.0,62.0,75.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,191.0,0.738,0.058,0.075,0.029,0.026178,0.638743,0.015707,0.287958,0.026178,0.136126,0.010471,0.0,0.0,0.045,0.04,0.632,0.514,0.914,0.908,0.979,6.0,11206.0,0.0752283935,1669.0,681.0,435.0,1221.5,284.0,0.529832390795,4.83682,2350.0,0
1414K632,0.280254781246,0.719745218754,0.87261146307,821.583333333,14.0,2.159855,2.033521,66.0,68.0,51.0,64.0,409.5,410.0,402.0,0.059,0.162,0.108,0.206,157.0,0.529,0.0,0.0,0.0,0.006369,0.656051,0.082803,0.305732,0.210191,0.324841,0.019108,0.0,0.0,0.0,0.147,0.382,0.27,0.826,0.872,0.966,1.0,11222.0,0.088235294,1043.0,257.0,420.0,1221.5,249.0,0.537899011978,4.193376,1300.0,0
1414K685,0.519999980927,0.479999989271,0.853333353996,391.916666667,14.0,2.263667,2.134366,65.0,75.0,64.0,67.0,365.0,334.0,355.0,0.149,0.184,0.0,0.702,225.0,0.638,0.041,0.102,0.0,0.004444,0.133333,0.16,0.844444,0.084444,0.222222,0.013333,0.0,0.638,0.0,0.021,0.638,0.327,0.841,0.923,0.984,2.9,11211.0,0.191489362,1669.0,681.0,390.0,1054.0,271.0,0.737605080246,4.398033,2350.0,0
1415K429,0.410909086466,0.589090883732,0.869090914726,915.583333333,15.0,2.313155,2.137381,69.0,70.0,59.0,66.0,379.0,361.0,373.0,0.04,0.081,0.203,0.0,190.0,0.54,0.108,0.122,0.054,0.031579,0.515789,0.094737,0.384211,0.1,0.294737,0.057895,0.0,0.0,0.0,0.18,0.58,0.568,0.84,0.812,0.953,0.7,11201.0,0.204081633,637.0,300.0,420.0,1113.0,264.0,0.426946216843,4.450536,937.0,0
1415K448,0.438805967569,0.561194002628,0.731343269348,853.25,15.0,2.495812,2.19898,65.0,73.0,64.0,67.0,434.0,406.0,417.0,0.457,0.205,0.12,0.891,374.0,0.902,0.181,0.145,0.048,0.064171,0.390374,0.024064,0.44385,0.066845,0.307487,0.090909,0.0,0.0,0.0,0.011,0.804,0.699,0.874,0.853,0.962,11.2,11231.0,0.0434783,637.0,300.0,380.0,1257.0,269.0,0.369642141904,4.694792,937.0,0
1415K462,0.609254479408,0.390745490789,0.840616941452,833.916666667,15.0,2.478483,2.255,68.0,70.0,64.0,67.0,410.0,410.0,392.0,0.175,0.284,0.147,0.252,388.0,0.845,0.032,0.053,0.042,0.018041,0.662371,0.018041,0.255155,0.043814,0.136598,0.046392,0.0,0.0,0.097,0.0,0.592,0.558,0.876,0.82,0.96,4.0,11215.0,0.0485437,1009.0,384.0,407.0,1212.0,269.0,0.525092596145,4.733483,1393.0,0
1415K463,0.535055339336,0.464944660664,0.88560885191,833.916666667,15.0,2.351267,2.18009,60.0,67.0,58.0,61.0,402.0,408.0,391.0,0.197,0.071,0.197,0.227,270.0,0.606,0.085,0.0,0.07,0.096296,0.466667,0.137037,0.37037,0.111111,0.211111,0.048148,0.045,0.061,0.0,0.0,0.576,0.423,0.837,0.669,0.954,1.9,11215.0,0.0615385,1009.0,384.0,390.0,1201.0,246.0,0.38050585542,4.531357,1393.0,0
1415K464,0.437994718552,0.562005281448,0.799472272396,833.916666667,15.0,2.271826,2.148694,66.0,70.0,61.0,68.0,411.0,425.0,419.0,0.156,0.135,0.153,0.625,285.0,0.609,0.051,0.0,0.017,0.077193,0.435088,0.108772,0.368421,0.119298,0.2,0.059649,0.0,0.0,0.0,0.0,0.531,0.356,0.878,0.867,0.962,10.0,11215.0,0.096774194,1009.0,384.0,420.0,1255.0,265.0,0.378341621496,4.42052,1393.0,0
1415K497,0.498956143856,0.501043856144,0.791231751442,915.583333333,15.0,2.404415,2.284129,66.0,74.0,63.0,66.0,398.0,396.0,384.0,0.17,0.253,0.133,0.307,354.0,0.659,0.027,0.0,0.0,0.042373,0.463277,0.121469,0.355932,0.056497,0.158192,0.121469,0.0,0.0,0.057,0.136,0.75,0.413,0.827,0.781,0.973,1.8,11201.0,0.078651685,637.0,300.0,390.0,1178.0,269.0,0.370309737567,4.688544,937.0,0
1415K519,0.488616466522,0.511383533478,0.886164605618,915.583333333,15.0,2.281826,2.10503,66.0,67.0,58.0,59.0,401.0,402.0,387.0,0.207,0.189,0.176,0.264,571.0,0.727,0.041,0.054,0.02,0.049037,0.681261,0.075306,0.220665,0.126095,0.234676,0.033275,0.0,0.0,0.041,0.083,0.446,0.48,0.842,0.821,0.938,3.8,11201.0,0.116666667,637.0,300.0,420.0,1190.0,250.0,0.532991038191,4.386856,937.0,0
1415K530,0.490624636412,0.509375363588,0.829294979572,391.916666667,2.0,2.12963,1.978929,65.0,71.0,64.0,67.0,409.5,410.0,402.0,0.221,0.078,0.02,0.365,31.0,0.738,0.078,0.0,0.02,0.0,0.83871,0.0,0.129032,0.193548,0.322581,0.0,0.0,0.0,0.045,0.04,0.632,0.196,0.637,0.954,0.969,7.8,10457.0,0.0752283935,1500.0,855.0,420.0,1221.5,267.0,0.768889293037,4.108559,2355.0,0
1415K592,0.463917523623,0.536082446575,1.0,849.583333333,15.0,2.210286,2.015972,68.0,71.0,59.0,72.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,96.0,0.738,0.058,0.075,0.029,0.114583,0.552083,0.302083,0.0625,0.083333,0.21875,0.25,0.0,0.0,0.045,0.04,0.632,0.514,0.866,0.937,0.961,2.8,11217.0,0.0752283935,1074.0,603.0,420.0,1221.5,270.0,0.400860199994,4.226258,1677.0,0
1415K656,0.716564416885,0.283435583115,0.770552158356,849.583333333,15.0,2.631932,2.428737,69.0,78.0,70.0,72.0,429.0,424.0,420.0,0.327,0.253,0.12,0.285,815.0,0.788,0.108,0.063,0.089,0.022086,0.712883,0.011043,0.21227,0.033129,0.119018,0.022086,0.0,0.0,0.109,0.085,0.709,0.633,0.92,0.853,0.967,6.0,11217.0,0.0121212,1074.0,603.0,405.0,1273.0,289.0,0.58986977691,5.060669,1677.0,0
1415K667,0.466004580259,0.533995389938,0.836516439915,567.583333333,15.0,2.270567,2.15639,67.0,67.0,59.0,64.0,376.0,385.0,369.0,0.119,0.234,0.148,0.183,1309.0,0.702,0.069,0.046,0.016,0.061115,0.076394,0.176471,0.792972,0.080214,0.236822,0.068755,0.0,0.0,0.071,0.0,0.722,0.513,0.847,0.892,0.976,5.0,11232.0,0.0506757,1206.0,619.0,405.0,1130.0,257.0,0.644086717824,4.426957,1825.0,0
1415K684,0.571059405804,0.428940564394,0.444444447756,833.916666667,15.0,3.263354,2.9788,78.0,82.0,81.0,82.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,387.0,0.738,0.058,0.075,0.029,0.116279,0.248062,0.005168,0.289406,0.007752,0.121447,0.286822,0.0,0.0,0.045,0.04,0.632,0.514,0.95,0.947,0.973,3.0,11215.0,0.0752283935,1009.0,384.0,390.0,1221.5,323.0,0.272506406095,6.242154,1393.0,0
1416K393,0.490322589874,0.509677410126,0.909677445889,367.0,16.0,2.194661,2.015462,59.0,69.0,59.0,62.0,409.5,410.0,402.0,0.147,0.078,0.196,0.147,126.0,0.647,0.137,0.0,0.02,0.007937,0.84127,0.007937,0.142857,0.126984,0.34127,0.0,0.0,0.0,0.0,0.059,0.353,0.431,0.806,0.899,0.967,3.6,11221.0,0.121212121,1495.0,963.0,410.0,1221.5,249.0,0.739903480163,4.210123,2458.0,0
1416K455,0.365957438946,0.634042561054,0.759574472904,360.25,16.0,2.170446,2.056971,58.0,62.0,58.0,60.0,388.0,392.0,380.0,0.073,0.076,0.032,0.112,940.0,0.419,0.046,0.021,0.029,0.007447,0.875532,0.031915,0.084043,0.155319,0.255319,0.018085,0.0,0.0,0.003,0.097,0.334,0.204,0.724,0.844,0.956,4.9,11213.0,0.145061728,1495.0,963.0,420.0,1160.0,238.0,0.797581903668,4.227417,2458.0,0
1416K498,0.397683411837,0.602316617966,0.845559835434,367.0,16.0,2.342067,2.173542,68.0,68.0,64.0,72.0,390.0,399.0,386.0,0.177,0.096,0.118,0.152,518.0,0.785,0.011,0.086,0.022,0.021236,0.743243,0.03861,0.222008,0.100386,0.198842,0.007722,0.0,0.0,0.0,0.165,0.633,0.333,0.909,0.792,0.952,4.0,11221.0,0.064102564,1495.0,963.0,420.0,1175.0,272.0,0.609244140309,4.515609,2458.0,0
1416K594,0.586776852608,0.413223147392,1.0,395.833333333,16.0,2.303853,2.106833,65.0,72.0,64.0,67.0,378.0,365.0,377.0,0.017,0.099,0.078,0.086,242.0,0.621,0.118,0.078,0.0,0.008264,0.81405,0.012397,0.161157,0.11157,0.256198,0.008264,0.0,0.0,0.0,0.0,0.569,0.373,0.805,0.915,0.975,7.0,11233.0,0.175438596,1495.0,963.0,390.0,1120.0,268.0,0.700313919021,4.410686,2458.0,0
1416K688,0.439189195633,0.560810804367,1.0,367.0,16.0,2.191138,2.080635,58.0,63.0,52.0,58.0,377.0,368.0,339.0,0.0,0.091,0.0,0.0,148.0,0.431,0.127,0.018,0.018,0.033784,0.709459,0.108108,0.216216,0.22973,0.317568,0.027027,0.0,0.0,0.0,0.0,0.353,0.255,0.776,0.861,0.967,1.8,11221.0,0.29787234,1495.0,963.0,410.0,1084.0,231.0,0.567179390335,4.271773,2458.0,0
1417K122,0.260606050491,0.739393949509,0.775757551193,360.25,17.0,2.468925,2.278442,72.0,66.0,53.0,62.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,330.0,0.738,0.058,0.075,0.029,0.039394,0.851515,0.033333,0.109091,0.090909,0.184848,0.0,0.0,0.0,0.045,0.04,0.632,0.514,0.901,0.842,0.986,3.0,11213.0,0.0752283935,1792.0,908.0,495.0,1221.5,253.0,0.738530528742,4.747367,2700.0,0
1417K382,0.426691740751,0.573308289051,0.798872172832,412.5,17.0,2.271972,2.153754,66.0,75.0,60.0,68.0,397.0,371.0,400.0,0.141,0.167,0.135,0.37,381.0,0.63,0.083,0.063,0.021,0.010499,0.884514,0.047244,0.091864,0.070866,0.194226,0.007874,0.0,0.0,0.033,0.022,0.663,0.469,0.763,0.799,0.974,4.0,11226.0,0.0337079,1832.0,884.0,450.0,1168.0,269.0,0.799345747653,4.425726,2716.0,0
1417K408,0.501650154591,0.498349845409,0.844884514809,412.5,17.0,2.22788,2.018906,62.0,59.0,51.0,60.0,371.0,345.0,379.0,0.07,0.114,0.043,0.211,303.0,0.676,0.029,0.057,0.0,0.033003,0.831683,0.194719,0.108911,0.09901,0.191419,0.009901,0.014,0.0,0.0,0.07,0.62,0.243,0.782,0.738,0.95,8.0,11226.0,0.0428571,1832.0,884.0,405.0,1095.0,232.0,0.728593539724,4.246786,2716.0,0
1417K524,0.408551067114,0.591448903084,1.0,447.333333333,17.0,1.76181,2.032823,61.0,62.0,49.0,63.0,308.0,367.0,317.0,0.158,0.254,0.046,0.132,421.0,0.566,0.034,0.057,0.0,0.19715,0.292162,0.916865,0.377672,0.016627,0.07601,0.130641,0.0,0.0,0.0,0.145,0.75,0.391,0.851,0.896,0.972,4.3,11225.0,0.0519481,1637.0,1032.0,405.0,992.0,235.0,0.285283454441,3.794633,2669.0,0
1417K528,0.48828125,0.51171875,0.89453125,447.333333333,17.0,2.222069,2.066067,61.0,64.0,55.0,55.0,377.0,382.0,375.0,0.141,0.133,0.056,0.059,256.0,0.553,0.022,0.044,0.078,0.019531,0.828125,0.117188,0.136719,0.121094,0.1875,0.015625,0.0,0.0,0.012,0.0,0.612,0.333,0.871,0.87,0.961,3.9,11225.0,0.119047619,1637.0,1032.0,420.0,1134.0,235.0,0.705108701172,4.288136,2669.0,0
1417K531,0.475961536169,0.524038434029,0.887019217014,256.333333333,17.0,2.295735,2.147009,63.0,75.0,72.0,67.0,373.0,356.0,370.0,0.046,0.215,0.117,0.277,277.0,0.815,0.067,0.067,0.017,0.00722,0.902527,0.057762,0.075812,0.046931,0.166065,0.01083,0.0,0.0,0.0,0.015,0.554,0.483,0.937,0.891,0.968,7.0,11203.0,0.0461538,1637.0,1032.0,420.0,1099.0,277.0,0.826429560579,4.442744,2669.0,0
1417K533,0.460606068373,0.53939396143,0.869696974754,256.333333333,17.0,2.282599,2.151173,61.0,64.0,58.0,65.0,414.0,397.0,392.0,0.194,0.192,0.027,0.333,267.0,0.625,0.027,0.027,0.027,0.007491,0.861423,0.044944,0.097378,0.082397,0.243446,0.018727,0.0,0.0,0.0,0.014,0.528,0.301,0.797,0.779,0.955,2.8,11203.0,0.0289855,1637.0,1032.0,435.0,1203.0,248.0,0.774985047234,4.433772,2669.0,0
1417K537,0.397694528103,0.602305471897,0.824207484722,412.5,17.0,2.180204,2.049076,66.0,66.0,54.0,64.0,375.0,384.0,364.0,0.109,0.16,0.19,0.207,347.0,0.707,0.0,0.07,0.04,0.005764,0.887608,0.097983,0.080692,0.112392,0.256484,0.011527,0.0,0.0,0.022,0.022,0.62,0.46,0.908,0.861,0.956,9.3,11226.0,0.131868132,1832.0,884.0,420.0,1123.0,250.0,0.817926442884,4.22928,2716.0,0
1417K539,0.338709682226,0.661290347576,0.790322601795,412.5,17.0,2.216082,2.077138,67.0,66.0,62.0,62.0,385.0,372.0,387.0,0.139,0.15,0.097,0.176,434.0,0.75,0.032,0.054,0.043,0.025346,0.834101,0.099078,0.099078,0.076037,0.214286,0.020737,0.0,0.0,0.009,0.083,0.667,0.376,0.861,0.852,0.967,2.8,11226.0,0.066666667,1832.0,884.0,465.0,1144.0,257.0,0.736858413997,4.29322,2716.0,0
1417K543,0.505639076233,0.494360893965,0.813909769058,412.5,17.0,2.884161,2.783087,79.0,77.0,82.0,75.0,458.0,463.0,441.0,0.529,0.457,0.37,0.941,333.0,0.953,0.025,0.0,0.037,0.036036,0.834835,0.0,0.087087,0.003003,0.048048,0.006006,0.0,0.024,0.047,0.118,0.824,0.889,0.952,0.933,0.978,6.0,11226.0,0.0,1832.0,884.0,405.0,1362.0,313.0,0.759629882763,5.667248,2716.0,0
1417K544,0.521739125252,0.478260874748,0.793478250504,391.916666667,2.0,2.199342,2.219605,65.0,66.0,63.0,67.0,400.0,372.0,366.0,0.1,0.135,0.144,0.083,92.0,0.75,0.011,0.044,0.033,0.01087,0.858696,0.086957,0.097826,0.043478,0.23913,0.021739,0.0,0.0,0.0,0.0,0.6,0.367,0.76,0.85,0.957,2.2,10457.0,0.180327869,1500.0,855.0,420.0,1138.0,261.0,0.764037883486,4.418947,2355.0,0
1417K546,0.701594531536,0.298405468464,0.867881536484,256.333333333,17.0,2.810585,2.672958,71.0,82.0,79.0,82.0,431.0,427.0,433.0,0.509,0.415,0.135,0.868,439.0,0.925,0.045,0.034,0.135,0.04328,0.801822,0.01139,0.14123,0.052392,0.100228,0.009112,0.0,0.0,0.066,0.094,0.972,0.764,0.927,0.917,0.963,1.4,11203.0,0.0,1637.0,1032.0,405.0,1291.0,314.0,0.670920117256,5.483543,2669.0,0
1417K547,0.421383649111,0.578616380692,0.823899388313,447.333333333,17.0,2.313317,2.232068,71.0,70.0,68.0,63.0,405.0,413.0,395.0,0.267,0.238,0.156,0.356,477.0,0.782,0.028,0.046,0.009,0.044025,0.800839,0.0587,0.127883,0.071279,0.167715,0.014675,0.0,0.0,0.02,0.02,0.723,0.477,0.908,0.824,0.974,11.0,11225.0,0.069306931,1637.0,1032.0,465.0,1213.0,272.0,0.676768439848,4.545385,2669.0,0
1417K548,0.674185454845,0.325814545155,0.837092757225,447.333333333,17.0,2.292427,2.12872,64.0,70.0,60.0,61.0,376.0,362.0,363.0,0.11,0.071,0.083,0.098,399.0,0.72,0.167,0.024,0.036,0.002506,0.85213,0.0,0.137845,0.0401,0.14787,0.007519,0.0,0.0,0.0,0.012,0.72,0.381,0.888,0.743,0.946,6.9,11225.0,0.108433735,1637.0,1032.0,375.0,1101.0,255.0,0.745189596322,4.421147,2669.0,0
1417K590,0.544871807098,0.455128192902,0.738782048225,447.333333333,17.0,3.069115,2.97432,77.0,79.0,73.0,76.0,490.0,496.0,472.0,0.551,0.155,0.275,0.702,972.0,0.916,0.068,0.058,0.164,0.022634,0.930041,0.006173,0.027778,0.007202,0.042181,0.002058,0.0,0.2,0.222,0.107,0.8,0.72,0.915,0.872,0.969,12.8,11225.0,0.0132743,1637.0,1032.0,480.0,1458.0,305.0,0.897378438544,6.043435,2669.0,0
1417K600,0.739016413689,0.260983616114,0.811803281307,447.333333333,17.0,2.400085,2.262861,65.0,71.0,58.0,65.0,427.0,414.0,431.0,0.258,0.281,0.149,0.459,1525.0,0.769,0.05,0.08,0.02,0.014426,0.91541,0.104918,0.050492,0.095082,0.158689,0.010492,0.119,0.0,0.109,0.106,0.678,0.58,0.875,0.763,0.966,7.4,11225.0,0.0092025,1637.0,1032.0,390.0,1272.0,259.0,0.856496192814,4.662946,2669.0,0
1417K625,0.490624636412,0.509375363588,0.829294979572,391.916666667,2.0,2.125333,1.967419,65.0,71.0,64.0,67.0,409.5,410.0,402.0,0.0,0.146,0.031,0.16,42.0,0.44,0.01,0.031,0.021,0.0,0.97619,0.071429,0.02381,0.190476,0.380952,0.0,0.16,0.0,0.0,0.0,0.36,0.24,0.71,0.807,0.958,3.2,10457.0,0.5,1500.0,855.0,420.0,1221.5,267.0,0.9535138322,4.092752,2355.0,0
1417K745,0.517647087574,0.482352942228,0.905882358551,256.333333333,17.0,2.247423,2.053131,69.0,71.0,69.0,73.0,409.5,410.0,402.0,0.221,0.164,0.122,0.365,170.0,0.738,0.058,0.075,0.029,0.023529,0.905882,0.076471,0.047059,0.070588,0.170588,0.017647,0.0,0.0,0.045,0.04,0.632,0.514,0.942,0.914,0.983,2.0,11203.0,0.0752283935,1637.0,1032.0,405.0,1221.5,282.0,0.83347965298,4.300554,2669.0,0
1417K751,0.729299366474,0.270700633526,0.920382142067,360.25,17.0,2.356937,2.176132,67.0,66.0,56.0,67.0,404.0,410.0,419.0,0.161,0.164,0.122,0.129,314.0,0.71,0.058,0.075,0.029,0.022293,0.863057,0.028662,0.089172,0.098726,0.16879,0.006369,0.0,0.0,0.065,0.032,0.516,0.514,0.833,0.845,0.976,4.0,11213.0,0.161290323,1792.0,908.0,375.0,1233.0,256.0,0.782995168467,4.533069,2700.0,0
1418K563,0.428849905729,0.571150124073,0.84795320034,256.333333333,18.0,2.351107,2.198,69.0,75.0,63.0,69.0,375.0,357.0,374.0,0.173,0.427,0.267,0.827,513.0,0.908,0.013,0.0,0.04,0.003899,0.920078,0.230019,0.048733,0.068226,0.167641,0.009747,0.0,0.0,0.01,0.184,0.663,0.773,0.899,0.876,0.971,7.0,11203.0,0.071428571,2383.0,1294.0,480.0,1106.0,276.0,0.879620285762,4.549107,3677.0,0
1418K566,0.407407402992,0.592592597008,0.85185188055,293.916666667,18.0,2.254266,2.094409,66.0,71.0,66.0,73.0,371.0,358.0,359.0,0.073,0.125,0.1,0.063,297.0,0.5,0.05,0.063,0.025,0.006734,0.878788,0.077441,0.070707,0.060606,0.23569,0.016835,0.0,0.0,0.0,0.0,0.354,0.363,0.843,0.88,0.971,2.8,11236.0,0.142857143,1186.0,796.0,410.0,1088.0,276.0,0.821242730027,4.348675,1982.0,0
1418K567,0.653366565704,0.346633404493,0.895261824131,293.916666667,18.0,2.260431,2.084744,64.0,69.0,62.0,63.0,373.0,374.0,367.0,0.233,0.164,0.127,0.663,401.0,0.663,0.063,0.089,0.013,0.007481,0.830424,0.047382,0.122195,0.099751,0.234414,0.012469,0.0,0.663,0.0,0.058,0.686,0.456,0.851,0.835,0.961,1.9,11236.0,0.129411765,1186.0,796.0,373.0,1114.0,258.0,0.74506204376,4.345175,1982.0,0
1418K569,0.402777791023,0.597222208977,0.854166686535,256.333333333,18.0,2.354734,2.144471,67.0,68.0,59.0,68.0,387.0,384.0,377.0,0.119,0.218,0.069,0.61,288.0,0.78,0.011,0.161,0.011,0.010417,0.878472,0.069444,0.090278,0.083333,0.236111,0.003472,0.017,0.0,0.0,0.0,0.661,0.471,0.874,0.911,0.963,7.0,11203.0,0.122807018,2383.0,1294.0,435.0,1148.0,262.0,0.807788295039,4.499205,3677.0,0
1418K576,0.451807230711,0.548192799091,0.798192799091,293.916666667,18.0,2.301021,2.108803,61.0,68.0,56.0,68.0,365.0,356.0,368.0,0.117,0.227,0.107,0.208,332.0,0.675,0.093,0.013,0.12,0.009036,0.903614,0.024096,0.063253,0.075301,0.213855,0.012048,0.0,0.078,0.0,0.026,0.675,0.56,0.883,0.901,0.973,7.0,11236.0,0.077922078,1186.0,796.0,420.0,1089.0,253.0,0.840887638187,4.409824,1982.0,0
1418K589,0.520134210587,0.479865759611,0.73489934206,256.333333333,18.0,2.288132,2.068178,60.0,63.0,58.0,63.0,377.0,362.0,373.0,0.036,0.105,0.035,0.418,298.0,0.545,0.018,0.0,0.053,0.003356,0.828859,0.050336,0.120805,0.09396,0.208054,0.020134,0.0,0.0,0.0,0.0,0.564,0.211,0.822,0.849,0.971,7.0,11203.0,0.074074074,2383.0,1294.0,375.0,1112.0,244.0,0.741284530108,4.35631,3677.0,0
1418K617,0.335463255644,0.664536714554,0.817891359329,293.916666667,18.0,2.236118,2.098506,67.0,67.0,60.0,62.0,417.0,397.0,393.0,0.212,0.225,0.1,0.242,313.0,0.697,0.05,0.1,0.038,0.015974,0.85623,0.063898,0.089457,0.083067,0.236422,0.031949,0.242,0.0,0.0,0.197,0.5,0.513,0.852,0.848,0.959,6.0,11236.0,0.030303,1186.0,796.0,435.0,1207.0,256.0,0.751987976112,4.334624,1982.0,0
1418K629,0.459546923637,0.540453076363,0.831715226173,256.333333333,18.0,2.199183,2.070427,62.0,69.0,61.0,61.0,375.0,363.0,377.0,0.053,0.208,0.045,0.421,309.0,0.605,0.03,0.045,0.045,0.006472,0.912621,0.074434,0.07767,0.152104,0.265372,0.003236,0.0,0.0,0.0,0.066,0.566,0.373,0.823,0.828,0.967,6.0,11203.0,0.025974,2383.0,1294.0,420.0,1115.0,253.0,0.838963754948,4.26961,3677.0,0
1418K633,0.727891147137,0.272108852863,0.922902464867,293.916666667,18.0,2.503802,2.308424,67.0,69.0,70.0,65.0,419.0,412.0,411.0,0.235,0.207,0.074,0.21,441.0,0.899,0.132,0.107,0.083,0.027211,0.814059,0.024943,0.14059,0.058957,0.138322,0.002268,0.0,0.0,0.025,0.034,0.58,0.603,0.914,0.801,0.974,0.8,11236.0,0.008547,1186.0,796.0,420.0,1242.0,271.0,0.705418274386,4.812226,1982.0,0
1418K637,0.367857128382,0.62857145071,0.800000011921,293.916666667,18.0,2.282378,2.118737,62.0,69.0,57.0,63.0,383.0,393.0,374.0,0.097,0.19,0.143,0.081,280.0,0.677,0.0,0.048,0.016,0.028571,0.842857,0.071429,0.082143,0.114286,0.235714,0.025,0.0,0.0,0.032,0.081,0.565,0.397,0.845,0.849,0.972,2.8,11236.0,0.06557377,1186.0,796.0,406.0,1150.0,251.0,0.750413319665,4.401115,1982.0,0
1418K642,0.346153855324,0.653846144676,0.801282048225,293.916666667,18.0,2.220047,2.098047,59.0,68.0,52.0,61.0,378.0,376.0,364.0,0.036,0.074,0.174,0.072,312.0,0.614,0.101,0.072,0.043,0.032051,0.798077,0.099359,0.099359,0.099359,0.208333,0.048077,0.0,0.0,0.024,0.0,0.482,0.464,0.845,0.783,0.927,1.0,11236.0,0.1375,1186.0,796.0,430.0,1118.0,240.0,0.680322759343,4.318094,1982.0,0
1419K404,0.677290856838,0.322709172964,0.792828679085,262.083333333,19.0,2.576977,2.173041,66.0,73.0,62.0,70.0,403.0,373.0,409.0,0.12,0.038,0.141,0.16,423.0,0.8,0.115,0.09,0.103,0.01182,0.70922,0.018913,0.248227,0.06383,0.165485,0.009456,0.0,0.0,0.093,0.013,0.827,0.487,0.879,0.833,0.961,3.9,11208.0,0.106666667,3902.0,1890.0,420.0,1185.0,271.0,0.589664412258,4.750018,5792.0,0
1419K409,0.517094016075,0.482905983925,0.85042732954,276.583333333,19.0,2.569265,2.604118,68.0,72.0,65.0,68.0,421.0,421.0,403.0,0.327,0.267,0.167,0.364,285.0,0.927,0.0,0.133,0.05,0.010526,0.666667,0.010526,0.301754,0.038596,0.115789,0.007018,0.0,0.0,0.055,0.0,0.764,0.617,0.901,0.823,0.953,0.6,11207.0,0.0,3902.0,1890.0,420.0,1245.0,273.0,0.551018976688,5.173383,5792.0,0
