,act_percent_took_exam,asian_percent,black_percent,class_grad_year,college_career_readiness_index,college_nys_private,college_nys_public,college_out_of_state,college_readiness_index,cuny_2yr,cuny_4yr,dbn,disability_percent,district_admin_code,district_geo_code,dropouts_percent,ell_percent,enrollment,grade8_english,grade8_math,graduation_rate,hispanic_percent,male_percent,post-secondary_enroll_rate,poverty_percent,public_service,regents_algebra,regents_english,sat_math,sat_percent_took_exam,sat_reading,sat_score_overall,sat_writing,school_desc,school_environment_survey,self-contained_percent,student_attendance_rate,teacher_attendance,vocational_prog,white_percent,zip_code,school_day_length
319,0.149,0.18,0.077,2015,0.805,0.08,0.112,0.029,0.571,0.169,0.346,20K485,0.221,20.0,20.0,0.0349854,0.065,1329.0,2.56,2.59,0.875,0.567,0.544018030167,0.772,0.780285954475,0.0,68.0,74.0,475.0,0.816,440.0,1360.0,445.0,General Academic,0.88,0.042,0.933,0.957,0.0,0.163,11220.0,420.0
320,0.137,0.301,0.045,2015,0.538,0.067,0.056,0.022,0.476,0.128,0.31,20K490,0.146,20.0,20.0,0.106448311,0.183,4372.0,2.63,2.69,0.743,0.292,0.537282705307,0.569,0.681610226631,0.0,70.0,77.0,513.0,0.687,456.0,1420.0,451.0,General Academic,0.81,0.059,0.933,0.962,0.0,0.341,11209.0,405.0
321,0.023,0.401,0.115,2015,0.577,0.033,0.033,0.011,0.362,0.222,0.236,20K505,0.137,20.0,20.0,0.115543329,0.344,3220.0,2.34,2.38,0.629,0.293,0.569565236568,0.505,0.791304349899,0.0,72.0,73.0,504.0,0.54,411.0,1322.0,407.0,General Academic,0.83,0.079,0.85,0.962,0.0,0.186,11204.0,405.0
322,0.119,0.465,0.175,2015,0.493,0.077,0.138,0.015,0.448,0.154,0.385,20K609,0.137,20.0,20.0,0.0447761,0.102,496.0,2.55,2.38,0.896,0.204,0.0,0.785,0.917338728905,0.0,62.0,82.0,428.0,0.836,413.0,1258.0,417.0,General Academic,0.88,0.003,0.908,0.967,0.0,0.15,11204.0,420.0
323,0.0,0.411,0.087,2015,0.639,0.0,0.0,0.0,0.301,0.263,0.06,21K337,0.025,21.0,21.0,0.072289157,0.81,358.0,1.73,2.34,0.771,0.24,0.653631269932,0.476,0.899441361427,0.0,65.0,59.0,424.0,0.843,343.0,1104.0,337.0,General Academic,0.85,0.008,0.908,0.976,0.0,0.257,11214.0,405.0
324,0.013,0.102,0.225,2015,0.414,0.035,0.07,0.043,0.289,0.336,0.096,21K344,0.189,21.0,21.0,0.086666667,0.105,560.0,2.49,2.37,0.842,0.223,0.544642865658,0.478,1.0,0.0,67.0,80.0,436.0,0.684,430.0,1287.0,421.0,General Academic,0.83,0.002,0.861,0.965,0.0,0.436,11224.0,435.0
325,0.034,0.038,0.724,2015,0.056,0.068,0.153,0.085,0.09,0.077,0.085,21K348,0.19,21.0,21.0,0.06741573,0.041,290.0,2.2,2.12,0.708,0.169,0.886206924915,0.61,0.744827568531,0.0,58.0,64.0,367.0,0.562,374.0,1102.0,361.0,General Academic,0.84,0.003,0.809,0.962,0.0,0.055,11214.0,480.0
326,0.035,0.151,0.398,2015,0.431,0.051,0.033,0.036,0.224,0.227,0.18,21K410,0.154,21.0,21.0,0.09556314,0.134,2341.0,2.41,2.3,0.658,0.237,0.609141409397,0.543,0.671935081482,0.0,60.0,63.0,441.0,0.549,422.0,1285.0,422.0,General Academic,0.8,0.065,0.828,0.961,0.0,0.201,11235.0,462.0
327,0.025,0.066,0.257,2015,0.987,0.027,0.053,0.04,0.734,0.203,0.48,21K468,0.145,21.0,21.0,0.0126582,0.009,564.0,2.8,2.76,0.937,0.243,0.546099305153,0.813,0.748226940632,0.0,70.0,80.0,474.0,0.658,462.0,1385.0,449.0,General Academic,0.77,0.0,0.913,0.967,0.0,0.425,11214.0,380.0
328,0.21,0.266,0.226,2015,0.598,0.102,0.085,0.05,0.498,0.14,0.306,21K525,0.169,21.0,21.0,0.0319588,0.072,3968.0,2.73,2.71,0.817,0.217,0.413054436445,0.709,0.616683483124,0.0,66.0,80.0,500.0,0.752,479.0,1451.0,472.0,General Academic,0.84,0.057,0.915,0.96,0.0,0.267,11230.0,400.0
329,0.025,0.358,0.286,2015,0.575,0.078,0.107,0.029,0.403,0.192,0.239,21K540,0.126,21.0,21.0,0.0247934,0.226,2006.0,2.42,2.5,0.699,0.207,0.535393834114,0.639,0.819541394711,0.004,66.0,69.0,512.0,0.627,418.0,1326.0,396.0,General Academic,0.79,0.033,0.855,0.969,0.0,0.137,11223.0,412.0
330,0.018,0.074,0.517,2015,0.807,0.032,0.095,0.032,0.333,0.289,0.159,21K559,0.232,21.0,21.0,0.0350877,0.022,271.0,2.37,2.2,0.947,0.266,0.450184494257,0.651,0.892988920212,0.0,70.0,83.0,369.0,0.702,379.0,1126.0,378.0,General Academic,0.89,0.015,0.884,0.97,0.0,0.137,11214.0,405.0
331,0.029,0.155,0.173,2015,0.853,0.101,0.232,0.014,0.338,0.288,0.203,21K572,0.166,21.0,21.0,0.119402985,0.173,271.0,2.39,2.36,0.824,0.421,0.549815475941,0.71,0.756457567215,0.0,,77.0,420.0,0.75,396.0,1212.0,396.0,General Academic,0.9,0.004,0.877,0.979,0.0,0.232,11214.0,410.0
332,0.025,0.054,0.687,2015,0.38,0.015,0.026,0.026,0.091,0.17,0.066,21K620,0.289,21.0,21.0,0.117647059,0.055,613.0,2.22,2.13,0.62,0.181,0.76508975029,0.25,0.885807514191,0.0,62.0,64.0,416.0,0.314,423.0,1226.0,387.0,Career Technical,0.77,0.129,0.823,0.961,0.0,0.064,11235.0,450.0
333,0.099,0.162,0.051,2015,0.671,0.03,0.042,0.036,0.382,0.318,0.25,21K690,0.189,21.0,21.0,0.0397351,0.1,901.0,2.56,2.42,0.75,0.25,0.495005548,0.625,0.751387357712,0.0,67.0,77.0,458.0,0.678,434.0,1326.0,434.0,General Academic,0.82,0.029,0.896,0.962,0.0,0.533,11214.0,390.0
334,0.158,0.337,0.298,2015,0.835,0.094,0.136,0.069,0.741,0.131,0.391,22K405,0.067,22.0,22.0,0.0198265,0.033,3787.0,3.06,3.05,0.91,0.125,0.444415092468,0.797,0.529442846775,0.0,71.0,81.0,550.0,0.857,514.0,1580.0,516.0,General Academic,0.86,0.015,0.939,0.96,0.0,0.233,11210.0,405.0
335,0.143,0.212,0.174,2015,0.581,0.065,0.059,0.026,0.46,0.222,0.286,22K425,0.136,22.0,22.0,0.078431373,0.104,3088.0,2.63,2.59,0.81,0.167,0.578044056892,0.657,0.605569958687,0.0,68.0,74.0,492.0,0.69,450.0,1386.0,444.0,General Academic,0.77,0.037,0.922,0.961,0.0,0.443,11229.0,398.0
336,0.126,0.148,0.523,2015,0.159,0.031,0.044,0.013,0.119,0.173,0.122,22K495,0.169,22.0,22.0,0.151851852,0.24,562.0,2.23,2.15,0.544,0.192,0.597864747047,0.367,0.638790011406,0.0,61.0,69.0,381.0,0.515,382.0,1130.0,367.0,General Academic,0.81,0.101,0.774,0.947,0.0,0.133,,
337,0.21,0.187,0.102,2015,0.98,0.191,0.124,0.046,0.845,0.154,0.419,22K535,0.129,22.0,22.0,0.0,0.006,1081.0,3.31,3.31,0.988,0.106,0.440333038568,0.9,0.455134123564,0.0,68.0,85.0,563.0,0.94,534.0,1640.0,543.0,General Academic,0.85,0.001,0.961,0.967,0.0,0.591,11235.0,375.0
338,0.065,0.079,0.722,2015,0.994,0.08,0.255,0.08,0.61,0.117,0.401,22K555,0.06,22.0,15.0,0.0,0.002,605.0,3.12,2.9,0.994,0.091,0.363636374474,0.891,0.727272748947,0.0,73.0,89.0,502.0,0.981,495.0,1490.0,493.0,General Academic,0.88,0.007,0.959,0.976,0.0,0.046,11218.0,420.0
339,,0.127,0.423,2015,,,,,,,,22K611,0.136,,,,0.169,213.0,2.38,2.3,,0.216,0.525821566582,,0.74178403616,,65.0,,,,,,,,,0.005,0.888,0.987,,0.225,11235.0,435.0
340,0.069,0.014,0.875,2015,0.115,0.046,0.034,0.08,0.184,0.144,0.161,23K493,0.238,23.0,23.0,0.0574713,0.025,353.0,2.23,2.07,0.644,0.096,0.620396614075,0.425,0.830028355122,0.0,63.0,69.0,394.0,0.644,395.0,1188.0,399.0,General Academic,0.8,0.071,0.791,0.961,0.0,0.003,11233.0,375.0
341,0.049,0.0,0.881,2015,0.37,0.151,0.022,0.022,0.21,0.131,0.129,23K514,0.276,23.0,23.0,0.1,0.022,319.0,2.24,2.07,0.568,0.113,0.551724135876,0.366,0.821316599846,0.0,60.0,63.0,400.0,0.654,407.0,1201.0,394.0,General Academic,0.8,0.025,0.781,0.971,0.0,0.003,11212.0,380.0
342,0.0,0.0,0.853,2015,0.379,,,,0.224,,,23K644,0.215,23.0,23.0,0.0172414,0.019,576.0,2.26,2.06,0.948,0.119,1.0,,0.758680582047,,66.0,72.0,,0.0,,,,General Academic,0.85,0.003,0.909,0.965,,0.019,11233.0,375.0
343,0.048,0.003,0.83,2015,0.193,0.021,0.181,0.043,0.169,0.167,0.096,23K697,0.226,23.0,23.0,0.108433735,0.031,390.0,2.28,2.11,0.675,0.157,0.343589752913,0.426,0.784615397453,0.0,64.0,76.0,394.0,0.566,399.0,1205.0,412.0,General Academic,0.76,0.113,0.815,0.963,0.0,0.006,11212.0,380.0
344,,0.214,0.057,2015,,,,,,,,24Q236,0.006,,,,0.868,159.0,2.09,2.3,,0.635,0.509433984756,,0.836477994919,,59.0,,,,,,,,,0.0,0.927,0.986,,0.088,11373.0,420.0
345,0.024,0.22,0.071,2015,0.862,0.181,0.06,0.06,0.756,0.194,0.31,24Q264,0.109,24.0,24.0,0.0,0.046,478.0,2.7,2.72,0.943,0.519,0.481171548367,0.741,0.805439352989,0.0,71.0,84.0,489.0,0.927,456.0,1404.0,459.0,General Academic,0.87,0.004,0.928,0.974,0.0,0.153,11101.0,420.0
346,0.058,0.159,0.126,2015,0.485,0.039,0.02,0.02,0.379,0.376,0.206,24Q267,0.138,24.0,24.0,0.079207921,0.062,421.0,2.46,2.41,0.816,0.544,0.403800487518,0.51,0.767220914364,0.0,63.0,80.0,435.0,0.709,437.0,1313.0,441.0,General Academic,0.83,0.04,0.882,0.964,0.0,0.135,11101.0,420.0
347,0.107,0.098,0.079,2015,0.68,0.105,0.058,0.012,0.664,0.295,0.209,24Q293,0.157,24.0,24.0,0.0578512,0.046,479.0,2.48,2.4,0.869,0.718,0.442588716745,0.674,0.7390396595,0.0,71.0,82.0,435.0,0.689,424.0,1277.0,418.0,General Academic,0.9,0.002,0.902,0.966,0.0,0.056,11373.0,420.0
348,0.0,0.003,0.0,2015,0.571,0.015,0.03,0.015,0.516,0.3,0.015,24Q296,0.037,24.0,24.0,0.122222222,0.786,378.0,1.8,1.94,0.758,0.997,0.505290985107,0.258,0.833333313465,0.0,64.0,67.0,340.0,0.319,320.0,978.0,318.0,General Academic,0.87,0.005,0.897,0.965,0.0,0.0,11373.0,405.0
349,0.341,0.342,0.114,2015,1.0,0.223,0.2,0.169,0.976,0.036,0.246,24Q299,0.011,24.0,24.0,0.0,0.0,623.0,3.7,3.79,0.982,0.17,0.39807382226,0.838,0.428571432829,0.0,74.0,92.0,631.0,0.941,598.0,1839.0,610.0,General Academic,0.92,0.0,0.974,0.981,0.0,0.345,11101.0,380.0
350,0.052,0.24,0.083,2015,0.367,0.016,0.035,0.005,0.181,0.266,0.105,24Q455,0.118,24.0,24.0,0.14790287,0.28,1921.0,2.31,2.29,0.59,0.614,0.569495081902,0.447,0.704320669174,0.0,65.0,69.0,434.0,0.391,401.0,1224.0,389.0,General Academic,0.85,0.005,0.866,0.962,0.0,0.043,11373.0,450.0
351,0.009,0.097,0.045,2015,0.398,0.025,0.012,0.016,0.267,0.241,0.127,24Q485,0.168,24.0,24.0,0.168918919,0.212,1828.0,2.35,2.28,0.625,0.657,0.580962777138,0.368,0.689824938774,0.0,64.0,70.0,452.0,0.389,422.0,1290.0,416.0,General Academic,0.77,0.05,0.822,0.957,0.0,0.189,11385.0,405.0
352,0.0,0.084,0.047,2015,0.823,0.025,0.038,0.013,0.354,0.194,0.127,24Q520,0.154,24.0,24.0,0.097345133,0.0,514.0,2.36,2.38,0.664,0.796,0.566147863865,0.696,1.0,0.0,,68.0,377.0,0.487,389.0,1143.0,377.0,General Academic,0.87,0.0,0.928,0.931,0.0,0.07,11101.0,355.0
353,0.0,0.393,0.026,2015,0.879,0.125,0.107,0.063,0.465,0.304,0.205,24Q530,0.016,24.0,24.0,0.040404,0.631,509.0,1.91,2.37,0.848,0.45,0.473477393389,0.777,1.0,0.0,,69.0,425.0,0.717,367.0,1157.0,365.0,General Academic,0.94,0.0,0.916,0.966,0.0,0.13,11101.0,450.0
354,0.129,0.102,0.078,2015,0.863,0.033,0.043,0.024,0.388,0.401,0.214,24Q550,0.151,24.0,24.0,0.0416667,0.076,870.0,2.48,2.43,0.904,0.772,0.447126448154,0.71,1.0,0.0,70.0,71.0,413.0,0.767,405.0,1211.0,393.0,General Academic,0.9,0.0,0.904,0.962,0.0,0.041,11368.0,435.0
355,0.017,0.192,0.049,2015,0.413,0.063,0.135,0.027,0.488,0.321,0.126,24Q560,0.134,24.0,24.0,0.0165289,0.06,610.0,2.59,2.58,0.826,0.643,0.524590134621,0.676,0.806557357311,0.0,63.0,76.0,478.0,0.711,445.0,1368.0,445.0,General Academic,0.87,0.0,0.908,0.961,0.0,0.109,11101.0,420.0
356,0.0,0.175,0.02,2015,0.448,,,,0.5,,,24Q585,0.115,24.0,24.0,0.0173913,0.02,973.0,2.91,2.81,0.974,0.446,0.467625886202,,0.690647482872,,67.0,86.0,476.0,0.9,471.0,1427.0,480.0,General Academic,0.84,0.0,0.924,0.981,,0.358,11373.0,410.0
357,0.03,0.121,0.058,2015,0.795,0.026,0.048,0.003,0.388,0.365,0.245,24Q600,0.139,24.0,24.0,0.070652174,0.038,1553.0,2.56,2.57,0.795,0.746,0.622665822506,0.574,0.83193820715,0.0,69.0,75.0,467.0,0.534,436.0,1335.0,432.0,Career Technical,0.82,0.039,0.907,0.963,0.0,0.073,11101.0,510.0
358,0.117,0.309,0.063,2015,0.876,0.159,0.073,0.084,0.707,0.246,0.334,24Q610,0.091,24.0,24.0,0.0097087,0.026,2168.0,2.78,2.93,0.913,0.49,0.807656824589,0.864,1.0,0.045,76.0,79.0,511.0,0.786,464.0,1431.0,456.0,Career Technical,0.83,0.045,0.951,0.958,0.014,0.11,11101.0,510.0
359,,0.2,0.138,2015,,,,,,,,25Q240,0.185,,,,0.135,275.0,2.55,2.5,,0.524,0.472727268934,,0.723636388779,,62.0,,,,,,,,,0.08,0.907,0.971,,0.127,11354.0,410.0
360,,0.61,0.102,2015,,,,,,,,25Q241,0.049,,,,0.376,205.0,2.55,2.68,,0.239,0.453658550978,,0.790243923664,,72.0,,,,,,,,,0.0,0.938,0.969,,0.024,11354.0,457.0
361,0.118,0.362,0.195,2015,0.956,0.178,0.027,0.041,0.647,0.026,0.589,25Q252,0.114,25.0,25.0,0.0294118,0.013,557.0,3.0,2.82,0.926,0.218,0.515260338783,0.904,0.588868916035,0.0,67.0,83.0,516.0,0.882,493.0,1495.0,486.0,General Academic,0.85,0.0,0.942,0.957,0.0,0.192,11366.0,379.0
362,0.031,0.556,0.025,2015,0.354,0.036,0.06,0.0,0.323,0.406,0.202,25Q263,0.023,25.0,25.0,0.104166667,0.817,437.0,1.83,2.42,0.719,0.384,0.594965696335,0.607,0.848970234394,0.0,67.0,59.0,481.0,0.677,323.0,1127.0,323.0,General Academic,0.9,0.002,0.921,0.981,0.0,0.025,11355.0,410.0
363,0.115,0.607,0.149,2015,0.606,0.114,0.205,0.023,0.625,0.13,0.318,25Q281,0.114,25.0,25.0,0.0192308,0.101,666.0,2.67,2.81,0.885,0.183,0.509009003639,0.795,0.846846818924,0.0,70.0,79.0,521.0,0.894,457.0,1429.0,451.0,General Academic,0.84,0.016,0.913,0.968,0.0,0.053,11355.0,430.0
364,0.118,0.158,0.091,2015,0.398,0.215,0.101,0.013,0.505,0.288,0.127,25Q285,0.203,25.0,25.0,0.0107527,0.003,610.0,2.9,2.55,0.968,0.227,0.404918044806,0.823,0.49180328846,0.0,68.0,88.0,484.0,0.892,491.0,1462.0,487.0,General Academic,0.83,0.005,0.923,0.971,0.0,0.503,11358.0,420.0
365,0.07,0.294,0.184,2015,0.58,0.06,0.069,0.016,0.365,0.248,0.182,25Q425,0.13,25.0,25.0,0.084708471,0.202,3667.0,2.41,2.39,0.703,0.46,0.50995361805,0.529,0.731388032436,0.0,66.0,75.0,467.0,0.621,422.0,1314.0,425.0,General Academic,0.78,0.055,0.824,0.96,0.0,0.045,11367.0,399.0
366,0.063,0.203,0.237,2015,0.382,0.016,0.044,0.021,0.208,0.282,0.119,25Q460,0.139,25.0,25.0,0.149425287,0.207,2186.0,2.34,2.27,0.576,0.511,0.551692605019,0.44,0.720036625862,0.0,62.0,68.0,444.0,0.461,407.0,1256.0,405.0,General Academic,0.75,0.037,0.83,0.963,0.0,0.037,11354.0,406.0
367,0.526,0.586,0.063,2015,1.0,0.316,0.17,0.184,1.0,0.0,0.33,25Q525,0.014,25.0,25.0,0.0,0.0,1132.0,3.96,4.04,1.0,0.116,0.293286204338,1.0,0.532685518265,0.0,80.0,93.0,680.0,0.971,640.0,1981.0,661.0,General Academic,0.91,0.01,0.976,0.967,0.0,0.219,11367.0,400.0
368,0.264,0.312,0.13,2015,0.667,0.027,0.107,0.02,0.472,0.436,0.282,25Q670,0.19,25.0,25.0,0.063291139,0.103,701.0,2.41,2.4,0.843,0.355,0.542082726955,0.765,0.801711857319,0.0,71.0,76.0,460.0,0.673,426.0,1309.0,423.0,General Academic,0.83,0.003,0.921,0.957,0.0,0.183,11366.0,390.0
369,,0.223,0.321,2015,,,,,,,,26Q315,0.152,,,,0.009,112.0,2.55,2.51,,0.286,0.732142865658,,0.741071403027,,62.0,,,,,,,,,0.009,0.937,0.972,,0.08,11427.0,450.0
370,0.221,0.441,0.203,2015,0.671,0.13,0.187,0.063,0.635,0.189,0.23,26Q415,0.108,26.0,26.0,0.029036,0.047,3505.0,2.86,2.86,0.906,0.194,0.480741798878,0.769,0.541797459126,0.0,66.0,81.0,563.0,0.756,505.0,1578.0,510.0,General Academic,0.81,0.04,0.933,0.957,0.0,0.149,11364.0,420.0
371,0.173,0.539,0.074,2015,0.73,0.11,0.11,0.039,0.714,0.212,0.296,26Q430,0.132,26.0,26.0,0.0353728,0.113,4172.0,2.87,2.93,0.875,0.231,0.50311601162,0.748,0.730345129967,0.0,74.0,82.0,562.0,0.807,483.0,1530.0,485.0,General Academic,0.9,0.057,0.933,0.964,0.0,0.149,11365.0,405.0
372,0.09,0.27,0.527,2015,0.26,0.032,0.051,0.016,0.135,0.197,0.116,26Q435,0.118,26.0,26.0,0.109803922,0.109,1742.0,2.31,2.15,0.548,0.13,0.543628036976,0.419,0.686567187309,0.0,64.0,70.0,397.0,0.4,396.0,1184.0,391.0,General Academic,0.74,0.052,0.844,0.966,0.0,0.036,11427.0,449.0
373,0.106,0.403,0.13,2015,0.897,0.117,0.142,0.037,0.581,0.197,0.231,26Q495,0.141,26.0,26.0,0.0291121,0.049,3336.0,2.82,2.76,0.919,0.279,0.505395710468,0.771,0.735611498356,0.0,70.0,74.0,523.0,0.767,479.0,1487.0,485.0,General Academic,0.79,0.036,0.931,0.961,0.0,0.181,11361.0,450.0
374,0.167,0.248,0.481,2015,0.56,0.062,0.172,0.038,0.342,0.274,0.206,26Q566,0.199,26.0,26.0,0.0327273,0.019,1120.0,2.6,2.47,0.905,0.175,0.472321420908,0.784,0.625,0.0,64.0,75.0,453.0,0.724,434.0,1326.0,439.0,General Academic,0.8,0.002,0.92,0.96,0.0,0.084,11426.0,420.0
375,0.012,0.015,0.597,2015,0.036,0.011,0.032,0.011,0.084,0.113,0.108,27Q260,0.213,27.0,27.0,0.21686747,0.086,409.0,2.22,2.04,0.446,0.379,0.584352076054,0.323,0.728606343269,0.0,60.0,69.0,410.0,0.301,418.0,1235.0,407.0,General Academic,0.76,0.042,0.825,0.953,0.0,0.007,11691.0,380.0
376,0.108,0.06,0.532,2015,0.505,0.042,0.167,0.042,0.279,0.269,0.229,27Q262,0.14,27.0,27.0,0.045045,0.019,683.0,2.52,2.34,0.847,0.291,0.516837477684,0.719,1.0,0.0,72.0,80.0,427.0,0.766,430.0,1280.0,423.0,General Academic,0.88,0.002,0.904,0.966,0.0,0.107,11694.0,409.0
377,0.0,0.042,0.491,2015,0.108,0.053,0.04,0.04,0.072,0.116,0.12,27Q302,0.178,27.0,27.0,0.204819277,0.186,381.0,2.23,2.02,0.554,0.436,0.590551197529,0.4,0.758530199528,0.0,57.0,53.0,372.0,0.446,362.0,1086.0,352.0,General Academic,0.79,0.013,0.86,0.951,0.0,0.021,11691.0,505.0
378,0.095,0.294,0.073,2015,0.318,0.11,0.041,0.014,0.405,0.313,0.186,27Q308,0.151,27.0,27.0,0.0136054,0.028,602.0,2.63,2.46,0.919,0.417,0.466777414083,0.676,0.775747537613,0.0,69.0,79.0,426.0,0.851,435.0,1285.0,424.0,General Academic,0.87,0.038,0.921,0.971,0.0,0.176,11417.0,410.0
379,0.0,0.066,0.501,2015,0.419,0.084,0.075,0.009,0.2,0.076,0.28,27Q309,0.168,27.0,27.0,0.087378641,0.085,637.0,2.32,2.12,0.638,0.377,0.489795923233,0.523,0.747252762318,0.0,68.0,68.0,422.0,0.676,424.0,1261.0,415.0,General Academic,0.84,0.005,0.837,0.967,0.0,0.027,11691.0,435.0
380,,0.264,0.322,2015,,,,,,,,27Q314,0.08,,,,0.034,87.0,2.45,2.21,,0.264,0.436781615019,,0.597701132298,,67.0,,,,,,,,,0.011,0.884,0.961,,0.069,11420.0,420.0
381,0.398,0.214,0.227,2015,0.983,0.274,0.208,0.094,0.975,0.021,0.33,27Q323,0.012,27.0,27.0,0.0084746,0.0,1302.0,3.64,3.42,0.992,0.196,0.41244238615,0.906,0.48847925663,0.0,86.0,91.0,588.0,0.992,560.0,1716.0,568.0,General Academic,0.92,0.0,0.953,0.966,0.0,0.347,11694.0,375.0
382,0.0,0.035,0.467,2015,0.033,0.029,0.067,0.038,0.022,0.076,0.067,27Q324,0.198,27.0,27.0,0.179775281,0.052,368.0,2.27,2.06,0.538,0.302,0.592391312122,0.276,1.0,0.0,63.0,76.0,357.0,0.385,381.0,1114.0,376.0,General Academic,0.79,0.014,0.782,0.953,0.0,0.147,11694.0,405.0
383,,0.194,0.215,2015,,,,,,,,27Q334,0.065,,,,0.054,93.0,2.52,2.47,,0.376,0.548387110233,,0.784946262836,,54.0,,,,,,,,,0.032,0.924,0.99,,0.054,11419.0,420.0
384,0.0,0.05,0.526,2015,0.242,,,,0.141,,,27Q351,0.214,27.0,27.0,0.125,0.055,397.0,2.28,2.06,0.525,0.335,0.534005045891,,1.0,,61.0,67.0,399.0,0.465,403.0,1207.0,405.0,General Academic,0.77,0.01,0.808,0.947,,0.038,11694.0,470.0
385,0.03,0.075,0.754,2015,0.006,0.056,0.048,0.008,0.024,0.1,0.036,27Q400,0.214,27.0,27.0,0.197530864,0.068,679.0,2.19,2.03,0.246,0.13,0.561119318008,0.236,0.743740797043,0.0,55.0,66.0,366.0,0.263,372.0,1102.0,364.0,General Academic,0.75,0.01,0.789,0.936,0.0,0.015,11434.0,450.0
386,0.007,0.314,0.136,2015,0.173,0.017,0.034,0.007,0.162,0.194,0.137,27Q475,0.16,27.0,27.0,0.192579505,0.213,2175.0,2.29,2.18,0.553,0.482,0.572873592377,0.359,0.839080452919,0.0,65.0,68.0,413.0,0.379,406.0,1218.0,399.0,General Academic,0.79,0.062,0.853,0.956,0.0,0.054,11418.0,420.0
387,0.035,0.31,0.239,2015,0.319,0.029,0.017,0.013,0.202,0.175,0.139,27Q480,0.156,27.0,27.0,0.157088123,0.194,2634.0,2.28,2.18,0.616,0.379,0.555808663368,0.359,0.866742610931,0.0,65.0,68.0,418.0,0.384,401.0,1214.0,395.0,General Academic,0.76,0.047,0.825,0.948,0.0,0.029,11417.0,450.0
388,0.078,0.355,0.107,2015,0.793,0.081,0.093,0.017,0.677,0.201,0.398,27Q650,0.112,27.0,27.0,0.0257511,0.004,959.0,2.84,2.86,0.948,0.356,0.688216865063,0.775,0.684045910835,0.0,71.0,85.0,489.0,0.789,457.0,1397.0,451.0,Career Technical,0.88,0.001,0.943,0.965,0.0,0.123,11416.0,384.0
389,,0.096,0.288,2015,,,,,,,,28Q157,0.411,,,,0.219,1529.0,2.14,2.14,,0.288,0.523871839046,,1.0,,67.0,,,,,,,,,0.329,0.869,0.965,,0.315,,
390,,0.14,0.165,2015,,,,,,,,28Q167,0.185,,,,0.014,722.0,2.71,2.46,,0.373,0.518005549908,,0.632964015007,,65.0,86.0,,,,,,,,0.031,0.946,0.974,,0.274,11375.0,410.0
391,0.086,0.287,0.58,2015,0.957,0.014,0.057,0.014,0.714,0.042,0.786,28Q284,0.079,28.0,28.0,0.0142857,0.0,611.0,2.93,2.66,0.943,0.103,0.445171862841,0.914,0.77577739954,0.0,76.0,85.0,496.0,0.929,481.0,1450.0,473.0,General Academic,0.88,0.0,0.962,0.968,0.0,0.012,11433.0,420.0
392,0.078,0.248,0.534,2015,0.505,0.084,0.103,0.037,0.456,0.301,0.196,28Q310,0.123,28.0,28.0,0.0291262,0.091,661.0,2.47,2.33,0.777,0.161,0.476550668478,0.682,0.807866871357,0.0,64.0,75.0,455.0,0.748,439.0,1335.0,441.0,General Academic,0.83,0.041,0.863,0.956,0.0,0.041,11432.0,405.0
393,0.111,0.278,0.377,2015,0.182,0.054,0.054,0.033,0.283,0.293,0.185,28Q325,0.108,28.0,28.0,0.04,0.108,464.0,2.38,2.21,0.808,0.244,0.42456895113,0.641,0.75,0.0,66.0,77.0,409.0,0.626,399.0,1212.0,404.0,General Academic,0.87,0.011,0.863,0.975,0.0,0.03,11432.0,405.0
394,0.0,0.227,0.423,2015,0.434,0.082,0.041,0.014,0.313,0.178,0.219,28Q328,0.151,28.0,28.0,0.08045977,0.156,418.0,2.31,2.22,0.843,0.266,0.521531105042,0.548,0.875598073006,0.0,68.0,80.0,415.0,0.723,392.0,1193.0,386.0,General Academic,0.91,0.005,0.83,0.979,0.0,0.045,11432.0,405.0
395,0.008,0.407,0.426,2015,0.557,0.045,0.045,0.045,0.626,0.2,0.273,28Q350,0.099,28.0,28.0,0.0229008,0.093,516.0,2.6,2.59,0.901,0.109,0.486434102058,0.636,0.757751941681,0.0,69.0,81.0,487.0,0.786,460.0,1410.0,463.0,General Academic,0.86,0.004,0.907,0.975,0.0,0.023,11432.0,405.0
396,0.139,0.246,0.096,2015,0.619,0.122,0.094,0.036,0.561,0.215,0.288,28Q440,0.128,28.0,28.0,0.0434333,0.057,3840.0,2.84,2.76,0.879,0.338,0.479427069426,0.717,0.634114563465,0.0,71.0,79.0,517.0,0.728,485.0,1485.0,483.0,General Academic,0.81,0.06,0.911,0.961,0.0,0.3,11375.0,
397,0.048,0.345,0.303,2015,0.556,0.039,0.042,0.011,0.315,0.263,0.271,28Q505,0.103,28.0,28.0,0.082352941,0.137,3286.0,2.46,2.33,0.756,0.288,0.469567865133,0.632,0.810407817364,0.0,65.0,71.0,448.0,0.518,432.0,1306.0,426.0,General Academic,1.0,0.019,0.9,0.957,0.0,0.038,11432.0,450.0
398,0.068,0.49,0.209,2015,0.883,0.103,0.072,0.026,0.628,0.207,0.289,28Q620,0.112,28.0,28.0,0.019685,0.009,2098.0,2.92,2.89,0.888,0.224,0.655862748623,0.689,0.779790282249,0.0,69.0,80.0,514.0,0.8,473.0,1457.0,470.0,Career Technical,0.8,0.048,0.938,0.966,0.0,0.042,11432.0,450.0
